Snow ratio,Log likelihood,Error std,H2 lapse rate
0.8,-3094375.9,3.04,0.05
0.49,-3094990.4,3.04,0.03
0.76,-3095169.87,3.04,0.05
0.71,-3098005.06,3.04,0.04
0.06,-3098197.39,3.04,-0.02
0.07,-3098893.94,3.04,-0.02
0.96,-3100240.04,3.04,-0.01
0.43,-3101147.54,3.04,0.02
0.95,-3109332.96,3.04,-0.01
0.76,-3110508.27,3.04,-0.03
0.46,-3110544.01,3.04,-0.06
0.56,-3110800.28,3.04,0.03
0.73,-3111749.31,3.04,0.05
0.14,-3113039.32,3.04,-0.01
0.84,-3114181.32,3.04,0.05
0.1,-3115619.03,3.04,-0.02
0.96,-3116461.69,3.04,-0.0
0.81,-3117284.01,3.04,0.05
0.19,-3117809.26,3.04,-0.01
0.62,-3118432.51,3.04,-0.04
0.85,-3119838.9,3.04,0.05
0.99,-3122213.63,3.04,0.05
0.69,-3122575.31,3.04,0.04
0.37,-3124186.25,3.04,0.01
0.58,-3126685.0,3.04,-0.05
0.45,-3127376.87,3.04,0.02
1.0,-3129444.06,3.04,0.05
0.51,-3129896.86,3.04,0.03
0.97,-3130307.15,3.04,0.05
0.47,-3130573.9,3.04,-0.06
0.56,-3134236.06,3.04,0.03
0.49,-3136165.88,3.04,-0.06
0.93,-3141553.26,3.04,-0.01
0.96,-3142078.35,3.04,0.05
0.47,-3143199.84,3.04,0.02
0.91,-3144574.46,3.04,0.05
0.6,-3144584.88,3.04,-0.05
0.54,-3148273.47,3.04,0.03
0.91,-3150293.93,3.04,-0.01
0.87,-3151048.4,3.04,-0.02
0.69,-3151915.98,3.04,0.04
0.49,-3151929.96,3.04,-0.06
0.06,-3153083.27,3.04,-0.02
0.47,-3155375.13,3.04,-0.06
0.67,-3155895.42,3.04,0.04
0.19,-3158182.61,3.04,-0.01
1.0,-3161045.52,3.04,-0.0
0.68,-3161416.8,3.04,0.04
0.7,-3161826.21,3.04,0.04
0.85,-3164049.75,3.04,-0.02
0.67,-3166469.13,3.04,0.04
0.75,-3169143.03,3.04,-0.03
0.49,-3169565.58,3.04,0.03
0.85,-3171494.32,3.04,-0.02
0.84,-3173396.43,3.04,0.05
0.69,-3174051.47,3.04,0.04
0.7,-3174744.85,3.04,-0.04
0.98,-3175913.32,3.04,-0.0
0.94,-3178072.74,3.04,-0.01
0.17,-3178304.74,3.04,-0.01
0.7,-3178503.74,3.04,0.04
0.76,-3180699.38,3.04,-0.03
0.4,-3183810.41,3.04,0.02
0.93,-3185222.69,3.04,0.05
0.6,-3186055.2,3.04,-0.05
0.86,-3186080.05,3.04,0.05
0.62,-3187143.3,3.04,0.04
0.51,-3188197.6,3.04,0.03
0.54,-3188734.57,3.04,-0.05
0.88,-3192091.68,3.04,-0.02
0.09,-3194064.41,3.04,-0.02
0.03,-3195282.57,3.04,-0.03
0.93,-3195918.87,3.04,-0.01
0.88,-3199084.86,3.04,0.05
0.51,-3200009.42,3.04,-0.05
0.8,-3200735.93,3.04,0.05
0.81,-3200992.05,3.04,0.05
0.65,-3201427.97,3.04,0.04
0.46,-3204403.34,3.04,0.02
0.52,-3205745.41,3.04,0.03
0.14,-3205799.45,3.04,-0.01
0.89,-3207424.51,3.04,-0.02
0.96,-3209757.79,3.04,0.05
0.39,-3210334.19,3.04,0.02
0.22,-3210352.7,3.04,-0.0
0.79,-3212964.58,3.04,-0.03
0.5,-3213770.45,3.04,-0.06
0.07,-3215128.68,3.04,-0.02
0.88,-3216212.17,3.04,-0.02
0.68,-3217406.07,3.04,-0.04
0.83,-3217812.96,3.04,0.05
0.06,-3217904.98,3.04,-0.02
0.54,-3220755.68,3.04,0.03
0.85,-3221113.58,3.04,0.05
0.79,-3227769.59,3.04,0.05
0.52,-3228285.1,3.04,0.03
0.92,-3228985.26,3.04,-0.01
0.87,-3229354.71,3.04,0.05
0.69,-3229532.83,3.04,-0.04
0.41,-3232897.44,3.04,0.02
0.66,-3234130.36,3.04,0.04
0.57,-3234487.79,3.04,-0.05
0.9,-3234775.5,3.04,-0.01
0.39,-3234837.55,3.04,0.02
0.69,-3239410.77,3.04,0.04
0.47,-3239442.0,3.04,0.03
0.24,-3239446.0,3.04,0.0
0.9,-3242262.42,3.04,-0.01
0.75,-3242985.71,3.04,-0.03
0.26,-3243608.47,3.04,0.0
0.73,-3244891.57,3.04,-0.03
0.93,-3245484.99,3.04,-0.01
0.19,-3247066.27,3.04,-0.0
0.98,-3247088.65,3.04,-0.0
0.34,-3248192.44,3.04,0.01
0.11,-3249618.69,3.04,-0.02
0.9,-3249646.16,3.04,-0.01
0.17,-3250441.71,3.04,-0.01
0.89,-3251876.71,3.04,0.05
0.03,-3255621.29,3.04,-0.03
0.94,-3256507.92,3.04,-0.01
0.3,-3256640.72,3.04,0.01
0.48,-3257221.1,3.04,-0.06
0.59,-3257656.19,3.04,-0.05
1.0,-3259085.86,3.04,0.05
0.85,-3261296.79,3.04,0.05
0.86,-3261492.11,3.04,-0.02
0.19,-3262425.29,3.04,-0.0
0.3,-3269112.92,3.04,0.01
0.65,-3269942.12,3.04,-0.04
0.72,-3273367.12,3.04,-0.04
0.87,-3274029.06,3.04,0.05
0.21,-3274820.13,3.04,-0.0
0.73,-3276372.42,3.04,-0.03
0.96,-3278318.87,3.04,-0.01
0.53,-3280177.97,3.04,-0.05
0.39,-3287414.02,3.04,0.02
0.82,-3288528.24,3.04,-0.02
0.99,-3292956.36,3.04,-0.0
0.98,-3293833.2,3.04,0.05
0.89,-3294604.39,3.04,0.05
0.72,-3295202.81,3.04,-0.04
0.97,-3296164.96,3.04,0.05
0.94,-3298727.76,3.04,0.05
0.49,-3299096.9,3.04,-0.06
0.37,-3299163.69,3.04,0.02
0.99,-3302187.76,3.04,0.05
0.35,-3306262.59,3.04,0.01
0.84,-3306945.34,3.04,0.05
0.85,-3309149.13,3.04,0.05
0.85,-3310627.94,3.04,0.05
0.76,-3313142.02,3.04,-0.03
0.07,-3313429.81,3.04,-0.02
0.18,-3313763.96,3.04,-0.01
0.76,-3315968.66,3.04,0.05
0.65,-3319135.16,3.04,0.04
0.58,-3319849.1,3.04,-0.05
0.92,-3321120.21,3.04,0.05
0.59,-3322748.42,3.04,0.04
0.82,-3329317.49,3.04,0.05
0.55,-3330280.33,3.04,0.03
0.2,-3332883.11,3.04,-0.0
0.54,-3333738.49,3.04,0.03
0.94,-3334476.57,3.04,-0.01
0.57,-3335945.17,3.04,-0.05
0.28,-3336603.52,3.04,0.01
0.42,-3336972.78,3.04,0.02
0.26,-3337908.89,3.04,0.0
0.15,-3341228.9,3.04,-0.01
0.75,-3343026.78,3.04,0.05
0.84,-3343695.85,3.04,0.05
0.6,-3344203.94,3.04,0.04
0.24,-3344353.81,3.04,0.0
0.0,-3345438.52,3.04,-0.03
0.58,-3347247.36,3.04,0.04
0.79,-3347755.85,3.04,0.05
0.97,-3348344.56,3.04,0.06
0.55,-3350494.01,3.04,0.03
0.88,-3350683.43,3.04,0.05
0.71,-3351754.6,3.04,0.05
0.07,-3352985.53,3.04,-0.02
0.64,-3355549.81,3.04,-0.04
0.49,-3356327.29,3.04,-0.06
0.38,-3361025.12,3.04,0.02
0.84,-3361131.65,3.04,-0.02
0.09,-3362472.91,3.04,-0.02
0.25,-3364059.51,3.04,0.0
0.5,-3364779.45,3.04,0.03
0.24,-3365039.01,3.04,0.0
0.23,-3367617.99,3.04,0.0
0.79,-3369629.04,3.04,-0.03
0.61,-3370730.24,3.04,-0.05
0.9,-3371059.22,3.04,0.05
0.49,-3372263.39,3.04,0.03
0.55,-3373558.3,3.04,-0.05
0.53,-3374775.47,3.04,0.03
0.25,-3375785.56,3.04,0.0
0.14,-3379053.9,3.04,-0.01
0.88,-3379290.2,3.04,-0.02
0.22,-3379750.28,3.04,0.0
0.48,-3379921.46,3.04,0.03
0.48,-3381026.86,3.04,0.03
0.67,-3381426.52,3.04,-0.04
0.16,-3384672.7,3.04,-0.01
0.18,-3388961.5,3.04,-0.0
0.2,-3391127.61,3.04,-0.0
0.75,-3393106.08,3.04,-0.03
0.72,-3393767.67,3.04,0.05
0.37,-3395888.02,3.04,0.02
0.51,-3396273.28,3.04,0.03
0.49,-3397186.45,3.04,0.03
0.78,-3397465.25,3.04,0.05
0.76,-3398127.4,3.04,-0.03
0.77,-3399559.38,3.04,0.05
0.63,-3403389.22,3.04,-0.04
0.88,-3406277.55,3.04,0.05
0.99,-3408395.43,3.04,0.06
0.3,-3411505.91,3.04,0.01
0.7,-3412445.54,3.04,0.05
0.3,-3412973.7,3.04,0.01
0.82,-3414175.18,3.04,0.05
0.16,-3418250.75,3.04,-0.01
0.44,-3418756.46,3.04,0.02
0.38,-3419792.36,3.04,0.02
0.27,-3420058.15,3.04,0.01
0.03,-3420413.1,3.04,-0.02
0.53,-3421120.14,3.04,0.03
0.1,-3421603.78,3.04,-0.01
0.57,-3422509.96,3.04,0.04
0.48,-3423758.95,3.04,0.03
0.69,-3424256.77,3.04,-0.04
0.59,-3433397.79,3.04,0.04
0.11,-3438014.14,3.04,-0.01
0.89,-3440145.34,3.04,-0.02
0.86,-3444355.02,3.04,0.05
0.54,-3445041.29,3.04,-0.05
0.35,-3445236.51,3.04,0.02
0.58,-3448236.1,3.04,-0.05
0.96,-3451585.08,3.04,0.06
0.75,-3452180.55,3.04,-0.03
0.81,-3452321.37,3.04,-0.03
0.07,-3453747.36,3.04,-0.02
0.8,-3453802.31,3.04,-0.03
0.29,-3456539.94,3.04,0.01
0.0,-3456597.06,3.04,-0.03
0.83,-3458063.14,3.04,-0.02
0.12,-3461032.59,3.04,-0.01
0.24,-3461688.68,3.04,0.0
0.66,-3461785.55,3.04,0.04
0.48,-3462524.21,3.04,0.03
0.83,-3465649.04,3.04,0.05
0.75,-3466914.56,3.04,0.05
0.5,-3467276.29,3.04,-0.06
0.31,-3468620.9,3.04,0.01
0.82,-3474123.06,3.04,-0.03
0.54,-3474431.13,3.04,-0.05
0.65,-3475217.43,3.04,0.04
0.83,-3476651.72,3.04,-0.02
0.23,-3478016.38,3.04,0.0
0.86,-3479670.88,3.04,-0.02
0.68,-3480286.19,3.04,0.05
0.65,-3481658.91,3.04,-0.04
0.66,-3482120.3,3.04,0.04
1.0,-3483077.24,3.04,0.06
0.34,-3484141.47,3.04,0.02
0.68,-3487470.51,3.04,-0.04
0.45,-3490011.2,3.04,0.03
0.86,-3495621.63,3.04,0.05
0.58,-3499624.55,3.04,0.04
0.72,-3502972.74,3.04,-0.04
0.63,-3503053.88,3.04,0.04
0.5,-3505220.88,3.04,0.03
0.57,-3506989.66,3.04,0.04
0.93,-3507263.54,3.04,0.06
0.77,-3509530.12,3.04,-0.03
0.5,-3510840.79,3.04,0.03
0.86,-3513357.58,3.04,-0.02
0.03,-3514623.46,3.04,-0.02
0.38,-3515494.66,3.04,0.02
0.25,-3515783.69,3.04,0.01
0.12,-3516558.09,3.04,-0.01
0.6,-3516611.43,3.04,-0.05
0.58,-3516680.17,3.04,0.04
0.43,-3516717.91,3.04,0.02
0.76,-3517444.35,3.04,-0.03
0.48,-3522473.13,3.04,0.03
0.66,-3524595.51,3.04,0.04
0.89,-3525953.97,3.04,-0.02
0.19,-3527144.09,3.04,-0.0
0.74,-3529266.9,3.04,0.05
0.97,-3529276.39,3.04,-0.01
0.77,-3530568.05,3.04,0.05
0.69,-3534052.56,3.04,0.05
0.57,-3535468.97,3.04,-0.05
0.03,-3536503.86,3.04,-0.02
0.8,-3536933.67,3.04,0.05
0.58,-3537358.96,3.04,-0.05
0.16,-3538314.96,3.04,-0.01
0.03,-3539293.47,3.04,-0.02
0.78,-3539992.07,3.04,0.05
0.66,-3541585.53,3.04,0.04
0.4,-3542055.07,3.04,0.02
0.74,-3546732.11,3.04,0.05
0.45,-3549230.15,3.04,0.03
0.69,-3550003.51,3.04,0.05
0.64,-3550266.0,3.04,-0.05
0.46,-3550320.02,3.04,0.03
0.6,-3551322.26,3.04,-0.05
0.32,-3555415.66,3.04,0.01
0.26,-3555426.74,3.04,0.01
0.65,-3556063.04,3.04,-0.04
0.25,-3556124.26,3.04,0.01
0.88,-3558337.45,3.04,0.06
0.2,-3558630.02,3.04,-0.0
0.55,-3561815.56,3.04,0.04
0.2,-3562330.34,3.04,-0.0
0.7,-3566440.08,3.04,-0.04
0.58,-3570125.92,3.04,0.04
0.94,-3571376.26,3.04,-0.01
0.34,-3571685.17,3.04,0.01
0.51,-3571885.34,3.04,-0.06
0.55,-3576177.29,3.04,-0.05
0.61,-3577337.62,3.04,0.04
0.65,-3577943.01,3.04,0.04
0.98,-3579289.1,3.04,-0.01
0.73,-3581238.35,3.04,-0.04
0.01,-3582654.28,3.04,-0.02
0.02,-3583948.95,3.04,-0.02
0.61,-3585701.22,3.04,-0.05
0.45,-3586323.09,3.04,0.03
0.63,-3586578.27,3.04,-0.05
0.1,-3587304.07,3.04,-0.01
0.7,-3587697.8,3.04,-0.04
0.93,-3588707.26,3.04,0.06
0.87,-3588786.92,3.04,-0.02
0.02,-3590937.72,3.04,-0.02
0.19,-3592862.35,3.04,-0.0
0.83,-3594074.3,3.04,0.05
0.66,-3595991.55,3.04,-0.04
0.14,-3597018.84,3.04,-0.01
0.86,-3599288.95,3.04,-0.02
0.6,-3601862.7,3.04,0.04
0.49,-3602079.78,3.04,0.03
0.28,-3607449.71,3.04,0.01
0.84,-3607632.48,3.04,-0.03
0.66,-3609564.98,3.04,-0.04
0.04,-3610596.39,3.04,-0.02
0.4,-3611225.89,3.04,0.02
0.71,-3618127.32,3.04,0.05
0.56,-3620715.63,3.04,0.04
0.56,-3620873.02,3.04,-0.05
0.55,-3622276.42,3.04,-0.05
0.73,-3622797.91,3.04,0.05
0.35,-3625065.71,3.04,0.02
0.72,-3626328.67,3.04,0.05
0.51,-3627752.87,3.04,0.03
0.05,-3627808.25,3.04,-0.02
0.44,-3631167.62,3.04,0.03
0.56,-3632389.71,3.04,0.04
0.27,-3632674.54,3.04,0.01
0.56,-3632680.99,3.04,-0.05
0.53,-3633229.02,3.04,0.03
0.15,-3634710.36,3.04,-0.01
0.9,-3635061.67,3.04,-0.02
0.53,-3636229.68,3.04,-0.06
0.07,-3636435.49,3.04,-0.02
0.79,-3641575.29,3.04,0.05
0.33,-3641953.81,3.04,0.01
0.68,-3644437.52,3.04,-0.04
0.3,-3647715.06,3.04,0.01
0.97,-3647979.42,3.04,-0.01
0.27,-3648469.43,3.04,0.01
0.84,-3650188.05,3.04,0.06
0.2,-3652383.23,3.04,-0.0
0.74,-3654138.69,3.04,0.05
0.56,-3661995.69,3.04,0.04
0.04,-3662736.86,3.04,-0.02
0.88,-3667427.16,3.04,-0.02
0.54,-3667906.48,3.04,-0.06
0.62,-3668677.86,3.04,-0.05
0.65,-3670489.13,3.04,-0.05
0.09,-3670916.1,3.04,-0.01
0.83,-3672483.94,3.04,-0.03
0.32,-3673179.65,3.04,0.01
0.32,-3674784.04,3.04,0.01
0.69,-3674872.26,3.04,-0.04
0.72,-3676548.26,3.04,0.05
0.29,-3676892.99,3.04,0.01
0.43,-3677076.14,3.04,0.03
0.23,-3677770.51,3.04,0.0
0.74,-3678678.55,3.04,-0.04
0.52,-3679334.74,3.04,-0.06
0.53,-3680899.76,3.04,-0.06
0.5,-3686547.78,3.04,0.03
0.56,-3689015.66,3.04,-0.05
0.62,-3689339.87,3.04,0.04
0.75,-3694921.16,3.04,0.05
0.98,-3696005.66,3.04,-0.01
0.24,-3698617.97,3.04,0.01
0.14,-3699349.9,3.04,-0.01
0.62,-3705861.48,3.04,0.04
0.79,-3707192.61,3.04,-0.03
0.93,-3713960.44,3.04,-0.02
0.37,-3717941.87,3.04,0.02
0.95,-3719213.74,3.04,-0.01
0.03,-3721723.75,3.04,-0.02
0.45,-3722968.04,3.04,0.03
0.69,-3727202.34,3.04,-0.04
0.32,-3727897.66,3.04,0.02
0.56,-3728425.7,3.04,0.04
0.73,-3731553.02,3.04,0.05
0.73,-3732249.42,3.04,0.05
0.49,-3734551.84,3.04,0.03
0.03,-3735168.11,3.04,-0.02
0.48,-3737938.1,3.04,0.03
0.71,-3739008.3,3.04,-0.04
0.78,-3740565.68,3.04,0.05
0.06,-3742538.43,3.04,-0.02
0.32,-3743812.92,3.04,0.01
0.95,-3746061.53,3.04,-0.01
0.11,-3746095.73,3.04,-0.01
0.48,-3747744.62,3.04,0.03
0.58,-3752439.26,3.04,-0.05
0.36,-3753466.68,3.04,0.02
0.57,-3753832.6,3.04,-0.05
0.54,-3755387.68,3.04,0.04
0.67,-3755887.4,3.04,-0.04
0.21,-3758142.83,3.04,0.0
0.75,-3758858.05,3.04,0.05
0.81,-3763618.3,3.04,0.06
0.32,-3764854.97,3.04,0.01
0.71,-3767163.33,3.04,-0.04
0.77,-3767441.36,3.04,0.05
0.55,-3767451.64,3.04,0.04
0.2,-3767801.17,3.04,0.0
0.38,-3770911.66,3.04,0.02
0.19,-3776894.59,3.04,0.0
0.37,-3777677.89,3.04,0.02
0.68,-3780932.83,3.04,0.05
0.59,-3785007.53,3.04,-0.05
0.71,-3797019.14,3.04,0.05
0.17,-3799063.74,3.04,-0.0
0.92,-3799904.95,3.04,-0.02
0.62,-3800227.15,3.04,-0.05
0.74,-3802626.81,3.04,0.05
0.61,-3804954.11,3.04,0.04
0.56,-3805267.36,3.04,0.04
0.27,-3805312.28,3.04,0.01
0.33,-3816715.63,3.04,0.02
0.56,-3817043.07,3.04,-0.06
0.95,-3819960.55,3.04,-0.01
0.6,-3821471.16,3.04,-0.05
0.36,-3823981.93,3.04,0.02
0.94,-3826008.63,3.04,-0.02
0.83,-3828436.56,3.04,-0.03
0.58,-3836132.94,3.04,0.04
0.26,-3836219.28,3.04,0.01
0.71,-3838113.23,3.04,0.05
0.51,-3839116.18,3.04,0.03
0.64,-3839625.98,3.04,-0.05
0.38,-3840008.15,3.04,0.02
0.87,-3840156.82,3.04,-0.02
0.72,-3842452.38,3.04,-0.04
0.15,-3847432.61,3.04,-0.0
0.17,-3847851.92,3.04,-0.0
0.82,-3848644.25,3.04,0.06
0.34,-3852258.77,3.04,0.02
0.55,-3854020.42,3.04,-0.06
0.75,-3854595.11,3.04,0.05
0.65,-3857079.76,3.04,0.05
0.75,-3859391.15,3.04,-0.04
0.2,-3861694.04,3.04,0.0
0.72,-3862543.15,3.04,0.05
0.01,-3863417.26,3.04,-0.02
0.46,-3864106.61,3.04,0.03
0.61,-3865473.96,3.04,0.04
0.8,-3866615.46,3.04,-0.03
0.73,-3872206.61,3.04,0.05
0.42,-3878092.65,3.04,0.03
0.87,-3879207.7,3.04,-0.02
0.3,-3882479.28,3.04,0.01
0.73,-3886631.73,3.04,0.05
0.34,-3887123.51,3.04,0.02
0.63,-3889375.99,3.04,-0.05
0.52,-3890456.45,3.04,0.04
0.64,-3891202.63,3.04,0.05
0.12,-3894431.65,3.04,-0.01
0.6,-3896638.08,3.04,-0.05
0.52,-3899407.6,3.04,0.04
0.5,-3899531.89,3.04,0.03
0.83,-3902065.33,3.04,0.06
0.85,-3903896.86,3.04,0.06
0.46,-3905067.66,3.04,0.03
0.23,-3905362.39,3.04,0.01
0.54,-3910069.02,3.04,0.04
0.8,-3910972.38,3.04,-0.03
0.98,-3912498.98,3.04,-0.01
0.63,-3916367.97,3.04,0.05
0.7,-3916458.06,3.04,0.05
0.57,-3919248.44,3.04,-0.05
0.79,-3919546.43,3.04,-0.03
0.75,-3922428.47,3.04,-0.04
0.55,-3925795.6,3.04,0.04
0.83,-3927301.52,3.04,0.06
0.54,-3929550.26,3.04,0.04
0.77,-3932005.76,3.04,-0.04
0.69,-3933456.1,3.04,0.05
0.84,-3933497.43,3.04,-0.03
0.68,-3942666.33,3.04,0.05
0.75,-3942881.98,3.04,0.05
0.03,-3943758.88,3.04,-0.02
0.55,-3943977.66,3.04,0.04
0.38,-3944301.25,3.04,0.02
0.46,-3945543.73,3.04,0.03
0.99,-3946742.48,3.04,-0.01
0.71,-3947021.38,3.04,0.05
0.44,-3948199.79,3.04,0.03
0.76,-3951877.34,3.04,0.05
0.76,-3954292.23,3.04,-0.04
0.8,-3955190.17,3.04,-0.03
0.44,-3956533.04,3.04,0.03
0.59,-3957650.29,3.04,0.04
0.29,-3957831.75,3.04,0.01
0.77,-3959261.8,3.04,0.06
0.65,-3960153.32,3.04,-0.05
0.57,-3961645.41,3.04,-0.06
0.07,-3963405.88,3.04,-0.01
0.62,-3965589.02,3.04,-0.05
0.22,-3966633.6,3.04,0.01
0.29,-3973001.41,3.04,0.01
0.07,-3974831.73,3.04,-0.01
0.56,-3976471.77,3.04,-0.06
0.7,-3976658.81,3.04,-0.04
0.01,-3977327.38,3.04,-0.02
0.7,-3985519.0,3.04,-0.04
0.92,-3985698.19,3.04,-0.02
0.67,-3988194.89,3.04,0.05
0.64,-3989733.2,3.04,-0.05
0.03,-3992100.76,3.04,-0.02
0.38,-3995457.93,3.04,0.02
0.04,-3995492.63,3.04,-0.02
0.38,-3997824.6,3.04,0.02
0.59,-4006783.07,3.04,0.04
0.48,-4007728.13,3.04,0.03
0.37,-4012477.21,3.04,0.02
0.09,-4013391.91,3.04,-0.01
0.66,-4016527.27,3.04,0.05
0.65,-4017599.82,3.04,-0.05
0.6,-4020579.49,3.04,-0.05
0.35,-4021922.15,3.04,0.02
0.15,-4024254.14,3.04,-0.0
0.8,-4025303.61,3.04,0.06
0.14,-4026666.32,3.04,-0.0
0.75,-4027109.24,3.04,-0.04
0.04,-4029341.47,3.04,-0.02
0.41,-4031631.95,3.04,0.03
0.53,-4033654.8,3.04,0.04
0.93,-4033935.47,3.04,-0.02
0.43,-4035018.6,3.04,0.03
0.6,-4036153.84,3.04,-0.05
0.57,-4036786.92,3.04,-0.06
0.42,-4036863.42,3.04,0.03
0.02,-4040093.37,3.04,-0.02
0.15,-4040425.8,3.04,-0.0
0.75,-4040722.01,3.04,-0.04
0.6,-4041016.56,3.04,0.04
0.78,-4044910.16,3.04,-0.04
0.29,-4047230.93,3.04,0.01
0.62,-4049581.08,3.04,-0.05
0.32,-4051773.74,3.04,0.02
0.59,-4052092.24,3.04,-0.05
0.79,-4054834.45,3.04,-0.03
0.6,-4054973.91,3.04,0.04
0.4,-4057856.89,3.04,0.03
0.8,-4058092.78,3.04,-0.03
0.77,-4062900.27,3.04,-0.04
0.0,-4063207.22,3.04,-0.02
0.04,-4073017.96,3.04,-0.02
0.34,-4073772.13,3.04,0.02
0.4,-4077511.99,3.04,0.03
0.65,-4081599.41,3.04,-0.05
0.9,-4083338.7,3.04,-0.02
0.76,-4083442.8,3.04,0.06
0.95,-4085851.43,3.04,-0.02
0.77,-4086676.34,3.04,-0.04
0.7,-4087963.35,3.04,0.05
0.15,-4089205.85,3.04,-0.0
0.89,-4090812.79,3.04,-0.02
0.62,-4091805.56,3.04,-0.05
0.79,-4091864.51,3.04,0.06
0.9,-4094719.39,3.04,-0.02
0.78,-4096042.56,3.04,-0.04
0.69,-4096476.95,3.04,-0.05
0.58,-4096480.87,3.04,-0.06
0.65,-4099744.03,3.04,0.05
0.98,-4101307.7,3.04,-0.01
0.08,-4107093.47,3.04,-0.01
0.78,-4108184.32,3.04,-0.04
0.07,-4108675.86,3.04,-0.01
0.79,-4111521.23,3.04,0.06
0.9,-4112046.69,3.04,-0.02
0.92,-4114153.25,3.04,-0.02
0.72,-4115782.8,3.04,0.05
0.68,-4115968.0,3.04,0.05
0.25,-4119110.58,3.04,0.01
0.51,-4120619.97,3.04,0.04
0.14,-4120782.96,3.04,-0.0
0.66,-4122598.75,3.04,-0.05
0.39,-4125800.51,3.04,0.03
0.65,-4128884.81,3.04,-0.05
0.75,-4129619.16,3.04,0.06
0.25,-4130943.27,3.04,0.01
0.58,-4132063.6,3.04,-0.06
0.46,-4132264.85,3.04,0.03
0.94,-4133111.53,3.04,-0.02
0.76,-4133490.32,3.04,0.06
0.38,-4137341.91,3.04,0.02
0.31,-4137852.73,3.04,0.02
0.28,-4138799.15,3.04,0.01
0.73,-4139717.41,3.04,-0.04
0.95,-4141141.92,3.04,-0.02
0.75,-4142504.19,3.04,-0.04
0.72,-4142930.08,3.04,-0.04
0.05,-4145772.59,3.04,-0.01
0.99,-4147161.48,3.04,-0.01
0.65,-4148754.27,3.04,0.05
0.52,-4149954.31,3.04,0.04
0.37,-4150407.85,3.04,0.02
0.03,-4151763.54,3.04,-0.02
0.58,-4153490.14,3.04,-0.06
0.55,-4155155.01,3.04,0.04
0.17,-4157867.78,3.04,0.0
0.19,-4159158.91,3.04,0.0
0.54,-4167075.51,3.04,0.04
0.59,-4167174.03,3.04,-0.06
0.38,-4168287.46,3.04,0.02
0.02,-4170980.81,3.04,-0.02
0.72,-4171657.05,3.04,-0.04
0.8,-4174077.46,3.04,-0.03
0.6,-4180008.53,3.04,-0.05
0.02,-4186226.44,3.04,-0.02
0.02,-4188057.7,3.04,-0.02
0.66,-4190967.26,3.04,-0.05
0.64,-4191239.18,3.04,-0.05
0.68,-4192849.38,3.04,0.05
0.04,-4192884.07,3.04,-0.01
0.21,-4193919.87,3.04,0.01
0.82,-4197103.48,3.04,-0.03
0.18,-4201410.84,3.04,0.0
0.73,-4202080.24,3.04,-0.04
0.55,-4211346.49,3.04,0.04
0.1,-4221334.14,3.04,-0.01
0.02,-4221684.56,3.04,-0.02
0.74,-4225085.31,3.04,-0.04
0.48,-4228167.22,3.04,0.04
0.06,-4234555.64,3.04,-0.01
0.58,-4236972.43,3.04,-0.06
0.08,-4240358.58,3.04,-0.01
0.81,-4248013.6,3.04,-0.03
0.05,-4249168.15,3.04,-0.01
0.62,-4250660.14,3.04,0.05
0.86,-4251415.7,3.04,-0.03
0.32,-4254172.39,3.04,0.02
0.68,-4255161.15,3.04,0.05
0.43,-4264557.07,3.04,0.03
0.3,-4270756.39,3.04,0.02
0.83,-4272016.06,3.04,-0.03
0.6,-4278682.35,3.04,-0.05
0.84,-4285543.28,3.04,-0.03
0.03,-4288676.29,3.04,-0.01
0.57,-4290201.46,3.04,-0.06
0.78,-4291275.34,3.04,-0.04
0.31,-4297767.44,3.04,0.02
0.84,-4300809.19,3.04,-0.03
0.69,-4308038.89,3.04,0.05
0.11,-4309507.45,3.04,-0.0
0.32,-4311249.06,3.04,0.02
0.25,-4313891.46,3.04,0.01
0.53,-4314447.83,3.04,0.04
0.99,-4314766.14,3.04,-0.01
0.52,-4316187.42,3.04,0.04
0.42,-4317351.44,3.04,0.03
0.64,-4317361.26,3.04,-0.05
0.39,-4317806.88,3.04,0.03
0.98,-4323548.19,3.04,-0.01
0.64,-4323563.07,3.04,0.05
0.96,-4324255.29,3.04,-0.02
0.67,-4325558.54,3.04,-0.05
0.16,-4326599.54,3.04,0.0
0.97,-4329811.64,3.04,-0.02
0.6,-4333166.15,3.04,-0.06
0.51,-4333970.37,3.04,0.04
0.54,-4335346.56,3.04,0.04
1.0,-4337838.4,3.04,-0.01
0.62,-4339785.65,3.04,-0.05
0.07,-4344121.15,3.04,-0.01
0.98,-4347615.09,3.04,-0.02
0.45,-4349900.46,3.04,0.03
0.57,-4351641.41,3.04,0.04
0.08,-4351738.13,3.04,-0.01
0.08,-4354969.55,3.04,-0.01
0.2,-4358490.77,3.04,0.01
0.28,-4358704.03,3.04,0.02
0.75,-4359243.01,3.04,0.06
0.07,-4359942.28,3.04,-0.01
0.96,-4360626.18,3.04,-0.02
0.75,-4361106.1,3.04,0.06
0.33,-4362339.87,3.04,0.02
0.33,-4363296.89,3.04,0.02
0.69,-4365560.93,3.04,0.05
0.88,-4370702.15,3.04,-0.03
1.0,-4371914.85,3.04,-0.01
0.95,-4373287.26,3.04,-0.02
0.76,-4379941.48,3.04,0.06
0.7,-4383230.29,3.04,-0.05
0.44,-4383633.06,3.04,0.03
0.81,-4386207.03,3.04,-0.04
